Organization Name,CID,Column1,Program,Region,Company Website,Address,Address2,Address3,City,State,Zip
AltaGas Pomona Energy Inc.,C005075,"1700, 355 - 4th Avenue SW, Calgary, AB T2P 0J1",FPA (Market Based Rate) Public Utilities,Western,www.altagas.ca,"1700, 355 - 4th Avenue SW",,,Calgary,AB,T2P 0J1
Altamont Winds LLC,C010787,"c/o Greenbacker Renewable Energy Corporation 11 East 44th Street, Suite 1200, New York, NY 10017",FPA (Market Based Rate) Public Utilities,Western,greenbackercapital.com,c/o Greenbacker Renewable Energy Corporation,"11 East 44th Street, Suite 1200",,New York,NY,10017
"Altenex Power Marketing, LLC",C003959,"7 Liberty Square, Boston, MA 02109",FPA (Market Based Rate) Public Utilities,Western,www.altenex.com,7 Liberty Square,,,Boston,MA,02109
Alterna Springerville LLC,C004623,"c/o Alterna Capital Partners 15 River Road, Wilton, CT 06897",FPA (Market Based Rate) Public Utilities,Western,www.alternacapital.com,c/o Alterna Capital Partners,15 River Road,,Wilton,CT,06897
"Alternate Power Source Inc.,",C002589,"20 Cabot Blvd., Suite 300, Mansfield, MA 02048",FPA (Market Based Rate) Public Utilities,Western,www.alternatepower.com,"20 Cabot Blvd.,",Suite 300,,Mansfield,MA,02048
"Alton Post Office Solar, LLC",C012166,"337 Log Canoe Circle, Stevensville, MD 21666",FPA (Market Based Rate) Public Utilities,Western,www.urbangridsolar.com,337 Log Canoe Circle,,,Stevensville,MD,21666
"Altona Solar, LLC",C012154,"2650 Locust Street, Suite 100, St Louis, MO 63103",FPA (Market Based Rate) Public Utilities,Western,https://birchcreekdev.com/,"2650 Locust Street, Suite 100",,,St Louis,MO,63103
Altop Energy Trading LLC,C011262,"440 Louisiana St., Suite 710, Houston, TX 77002",FPA (Market Based Rate) Public Utilities,Western,http://www.altopenergy.com/,"440 Louisiana St., Suite 710",,,Houston,TX,77002
AM Commodities Corporation,C004692,"1935 N. Vulcan Ave., Encinitas, CA 92024",FPA (Market Based Rate) Public Utilities,Western,www.amcommodities.com,1935 N. Vulcan Ave.,,,Encinitas,CA,92024
AM Wind Repower LLC,C011458,"200 Liberty Street 14th Floor, New York, NY 10281",FPA (Market Based Rate) Public Utilities,Western,www.brookfieldrenewable.com,200 Liberty Street,14th Floor,,New York,NY,10281
Amazon Energy LLC,C004848,"410 Terry Avenue North, Seattle, WA 98109-5210",FPA (Market Based Rate) Public Utilities,Western,https://sustainability.aboutamazon.com/environment/sustainable-operations/renewable-energy,410 Terry Avenue North,,,Seattle,WA,98109-5210
"Ambit Northeast, LLC",C005139,"Vistra Corp. 6555 Sierra Drive, Irving, TX 75039",FPA (Market Based Rate) Public Utilities,Western,www.vistracorp.com,Vistra Corp.,6555 Sierra Drive,,Irving,TX,75039
Amcor Storage LLC,C011933,"330 Bay Street Suite 600, Toronto, ON M5H 2S8",FPA (Market Based Rate) Public Utilities,Western,https://www.nexusrenewables.ca/,330 Bay Street,Suite 600,,Toronto,ON,M5H 2S8
"American Falls Solar II, LLC",C005495,"2 S. Biscayne Blvd 32nd Floor, Miami, FL 33131",FPA (Market Based Rate) Public Utilities,Western,www.enfinity.global.com,2 S. Biscayne Blvd,32nd Floor,,Miami,FL,33131
"American Falls Solar, LLC",C005494,"2 S Biscayne Blvd, 32nd Floor 32nd Floor, Miami, FL 33131",FPA (Market Based Rate) Public Utilities,Western,www.enfinity.global.com,"2 S Biscayne Blvd, 32nd Floor",32nd Floor,,Miami,FL,33131
"American Illuminating Company, LLC",C003212,"770 N LaSalle Drive Suite 650, Chicago, IL 60654",FPA (Market Based Rate) Public Utilities,Western,www.standardoil.com,770 N LaSalle Drive Suite 650,,,Chicago,IL,60654
"American Kings Solar, LLC",C010675,"1 Thomas Circle NW Suite 700, Washington, DC 20005",FPA (Market Based Rate) Public Utilities,Western,www.rockcreekenergygroup.com,1 Thomas Circle NW,Suite 700,,Washington,DC,20005
"American LED and Energy, Corp.",C004908,"521 Ala Moana Blvd. Suite M-329, Honolulu, HI 96813",FPA (Market Based Rate) Public Utilities,Western,www.al-e.com,521 Ala Moana Blvd. Suite M-329,,,Honolulu,HI,96813
"American Power & Gas, LLC",C003181,"537 Douglas Avenue, Dunedin, FL 34698",FPA (Market Based Rate) Public Utilities,Western,www.americanpowerandgas.com,537 Douglas Avenue,,,Dunedin,FL,34698
"American Powernet Management, LP",C002119,"45 Commerce Drive, Wyomissing, PA 19610",FPA (Market Based Rate) Public Utilities,Western,www.americanpowernet.com,45 Commerce Drive,,,Wyomissing,PA,19610
"AmericaWide Energy, LLC",C002485,"918 McDonald Avenue, Brooklyn, NY 11218",FPA (Market Based Rate) Public Utilities,Western,www.AmericaWideEnergy.com,918 McDonald Avenue,,,Brooklyn,NY,11218
"Americhoice Energy IL, LLC",C005248,"172 West Englewood Avenue, Teaneck, NJ 07666",FPA (Market Based Rate) Public Utilities,Western,www.fellerenergylaw.com/,172 West Englewood Avenue,,,Teaneck,NJ,07666
"Americhoice Energy OH, LLC",C005249,"172 West Englewood Avenue, Teaneck, NJ 07666",FPA (Market Based Rate) Public Utilities,Western,www.fellerenergylaw.com/,172 West Englewood Avenue,,,Teaneck,NJ,07666
"Americhoice Energy PA, LLC",C005250,"172 West Englewood Avenue, Teaneck, NJ 07666",FPA (Market Based Rate) Public Utilities,Western,www.fellerenergylaw.com/,172 West Englewood Avenue,,,Teaneck,NJ,07666
"Amerigreen Energy, Inc.",C002477,"55 Doe Run Road, Manheim, PA 17545",FPA (Market Based Rate) Public Utilities,Western,www.amerigreen.com,55 Doe Run Road,,,Manheim,PA,17545
AmeriPro Energy Corp.,C011771,"64 Brows River Road 3, Bayport, NY 11705",FPA (Market Based Rate) Public Utilities,Western,www.ameriproenergy.com,64 Brows River Road 3,,,Bayport,NY,11705
"Ampex Energy, LLC",C005357,"499 Park Avenue, New York, NY 10022",FPA (Market Based Rate) Public Utilities,Western,www.bgcpartners.com,499 Park Avenue,,,New York,NY,10022
"Amplified Power & Gas, LLC",C003059,"216 River Avenue Suite 221, Lakewood, NJ 08701",FPA (Market Based Rate) Public Utilities,Western,www.amplifiedpg.com,216 River Avenue,Suite 221,,Lakewood,NJ,08701
"Anahau Energy, LLC",C003322,"2041 Rosecrans, Suite 322, El Segundo, CA 90245",FPA (Market Based Rate) Public Utilities,Western,www.anahauenergy.com,"2041 Rosecrans, Suite 322",,,El Segundo,CA,90245
"ANP Funding I, LLC",C001835,"1990 Post Oak Blvd. Suite 1900, Houston, TX 77056",FPA (Market Based Rate) Public Utilities,Western,www.suezenergyna.com,1990 Post Oak Blvd.,Suite 1900,,Houston,TX,77056
ANP MARKETING COMPANY,C001836,"1990 Post Oak Blvd. Suite 1900, Houston, TX 77056",FPA (Market Based Rate) Public Utilities,Western,www.suezenergyna.com,1990 Post Oak Blvd.,Suite 1900,,Houston,TX,77056
Antelope Big Sky Ranch LLC,C005114,"sPower 2180 South 1300 East, Suite 600, Salt Lake City, UT 84106",FPA (Market Based Rate) Public Utilities,Western,www.spower.com,sPower,"2180 South 1300 East, Suite 600",,Salt Lake City,UT,84106
"Antelope DSR 1, LLC",C005300,"sPower 2180 South 1300 East, Suite 600, Salt Lake City, UT 84106",FPA (Market Based Rate) Public Utilities,Western,www.spower.com,sPower,"2180 South 1300 East, Suite 600",,Salt Lake City,UT,84106
"Antelope DSR 2, LLC",C005283,"sPower 2180 South 1300 East, Suite 600, Salt Lake City, UT 84106",FPA (Market Based Rate) Public Utilities,Western,www.spower.com,sPower,"2180 South 1300 East, Suite 600",,Salt Lake City,UT,84106
"Antelope DSR 3, LLC",C005301,"sPower 2180 South 1300 East, Suite 600, Salt Lake City, UT 84106",FPA (Market Based Rate) Public Utilities,Western,www.spower.com,sPower,"2180 South 1300 East, Suite 600",,Salt Lake City,UT,84106
"Antelope Expansion 1B, LLC",C011014,"sPower 2180 South 1300 East, Suite 600, Salt Lake City, UT 84106",FPA (Market Based Rate) Public Utilities,Western,www.spower.com,sPower,"2180 South 1300 East, Suite 600",,Salt Lake City,UT,84106
"Antelope Expansion 2, LLC",C008964,"sPower 2180 South 1300 East, Suite 600, Salt Lake City, UT 84106",FPA (Market Based Rate) Public Utilities,Western,www.spower.com,sPower,"2180 South 1300 East, Suite 600",,Salt Lake City,UT,84106
"Antelope Expansion 3A, LLC",C010652,"2180 South 1300 East Suite 600, Salt Lake City, UT 84106",FPA (Market Based Rate) Public Utilities,Western,www.spower.com,2180 South 1300 East,Suite 600,,Salt Lake City,UT,84106
"Antelope Expansion 3B, LLC",C010653,"2180 South 1300 East Suite 600, Salt Lake City, UT 84106",FPA (Market Based Rate) Public Utilities,Western,www.spower.com,2180 South 1300 East,Suite 600,,Salt Lake City,UT,84106
"Antelope Valley BESS, LLC",C011825,"6688 North Central Expressway Suite 500, Dallas, TX 75206",FPA (Market Based Rate) Public Utilities,Western,www.leewardenergy.com,6688 North Central Expressway,Suite 500,,Dallas,TX,75206
Anthracite Power and Light Company,C001877,"10 Gilberton Road, Gilberton, PA 17934",FPA (Market Based Rate) Public Utilities,Western,www.anthracitepower.com,10 Gilberton Road,,,Gilberton,PA,17934
Antrim Wind Energy LLC,C010277,"Suite 1400, 1100 1 St SE, Calgary, AB T2G 1B1",FPA (Market Based Rate) Public Utilities,Western,www.transalta.com,"Suite 1400, 1100 1 St SE",,,Calgary,AB,T2G 1B1
"AP Gas & Electric (IL), LLC",C002918,"6161 Savoy Drive Suite 500, Houston, TX 77036",FPA (Market Based Rate) Public Utilities,Western,www.apge.com,6161 Savoy Drive,Suite 500,,Houston,TX,77036
"AP Gas & Electric (MD), LLC",C002915,"6161 Savoy Drive Suite 500, Houston, TX 77036",FPA (Market Based Rate) Public Utilities,Western,www.apge.com,6161 Savoy Drive,Suite 500,,Houston,TX,77036
"AP Gas & Electric (NJ), LLC",C002916,"6161 Savoy Drive Suite 500, Houston, TX 77036",FPA (Market Based Rate) Public Utilities,Western,www.apge.com,6161 Savoy Drive,Suite 500,,Houston,TX,77036
"AP Gas & Electric (NY), LLC",C002919,"600 Franklin Ave # 268, Garden City, NY 11530",FPA (Market Based Rate) Public Utilities,Western,www.catalystpower.com,600 Franklin Ave,# 268,,Garden City,NY,11530
"AP Gas & Electric (OH), LLC",C002917,"6161 Savoy Drive Suite 500, Houston, TX 77036",FPA (Market Based Rate) Public Utilities,Western,www.apge.com,6161 Savoy Drive,Suite 500,,Houston,TX,77036
"AP Gas & Electric (PA), LLC",C002114,"6161 Savoy Drive Suite 500, Houston, TX 77036",FPA (Market Based Rate) Public Utilities,Western,www.apge.com,6161 Savoy Drive,Suite 500,,Houston,TX,77036
"AP Gas & Electric (TX), LLC",C002288,"6161 Savoy Drive Suite 500, Houston, TX 77036",FPA (Market Based Rate) Public Utilities,Western,www.apge.com,6161 Savoy Drive,Suite 500,,Houston,TX,77036
"AP Holdings, LLC",C001904,"6161 Savoy Drive Suite 500, Houston, TX 77036",FPA (Market Based Rate) Public Utilities,Western,https://www.apge.com/,6161 Savoy Drive,Suite 500,,Houston,TX,77036
AP&G Holdings LLC,C003190,"10601 Belcher Road South, Seminole, FL 33777",FPA (Market Based Rate) Public Utilities,Western,www.americanpowerandgas.com,10601 Belcher Road South,,,Seminole,FL,33777
"APDC, Inc.",C000466,"c/o Atlantic Power Corporation One Federal Street, 30th Floor, Boston, MA 02110",FPA (Market Based Rate) Public Utilities,Western,www.atlanticpower.com,c/o Atlantic Power Corporation,"One Federal Street, 30th Floor",,Boston,MA,02110
Apex Solar LLC,C011832,"800 W. Main St., Suite 900, Boise, ID 83702",FPA (Market Based Rate) Public Utilities,Western,https://www.clenera.com,"800 W. Main St., Suite 900",,,Boise,ID,83702
"APN Starfirst, LP",C002154,"45 Commerce Drive, Wyomissing, PA 19610",FPA (Market Based Rate) Public Utilities,Western,www.americannpowernet.com,45 Commerce Drive,,,Wyomissing,PA,19610
"Apollo Energy, LLC",C011909,"9300 W 110th Street Suite 350, Overland Park, KS 66210",FPA (Market Based Rate) Public Utilities,Western,https://www.soleaenergy.com,9300 W 110th Street,Suite 350,,Overland Park,KS,66210
Apollo Power Inc.,C011780,"2869 Bloor Street West Suite 971, Toronto, ON M8X1B3",FPA (Market Based Rate) Public Utilities,Western,apollopower.ca,2869 Bloor Street West,Suite 971,,Toronto,ON,M8X1B3
"Appaloosa Solar I, LLC",C011888,"230 Park Avenue, Suite 1560, New York, NY 10169",FPA (Market Based Rate) Public Utilities,Western,greenbackercapital.com,"230 Park Avenue, Suite 1560",,,New York,NY,10169
"Apple Blossom Wind, LLC",C007690,"1 Riverside Plaza, Columbus, OH 43215",FPA (Market Based Rate) Public Utilities,Western,www.aep.com,1 Riverside Plaza,,,Columbus,OH,43215
Apple Energy LLC,C005282,"One Apple Park Way M/S 169-2LAW, Cupertino, CA 95014",FPA (Market Based Rate) Public Utilities,Western,www.apple.com,One Apple Park Way,M/S 169-2LAW,,Cupertino,CA,95014
Apple Group,C002721,"1419 E Virginia Ave, Denver, CO 80209",FPA (Market Based Rate) Public Utilities,Western,www.wrightlawnv.com,1419 E Virginia Ave,,,Denver,CO,80209
Applied Energy LLC,C005454,"c/o Atlantic Power Corporation One Federal Street, 30th Floor, Boston, MA 02110",FPA (Market Based Rate) Public Utilities,Western,www.atlanticpower.com,c/o Atlantic Power Corporation,"One Federal Street, 30th Floor",,Boston,MA,02110
Approved Energy II LLC,C005414,"6717 4th ave, Brooklyn, NY 11220",FPA (Market Based Rate) Public Utilities,Western,http://www.approvedenergy.com,6717 4th ave,,,Brooklyn,NY,11220
"APX, Inc.",C001748,"111 River Street Suite 1204, Hoboken, NJ 07030",FPA (Market Based Rate) Public Utilities,Western,www.apx.com,111 River Street,Suite 1204,,Hoboken,NJ,07030
"Aquamarine Lessee, LLC",C011054,"4700 Wilshire Blvd., Los Angeles, CA 90010",FPA (Market Based Rate) Public Utilities,Western,https://www.cimgroup.com/investment-platforms/infrastructure/renewable-energy,4700 Wilshire Blvd.,,,Los Angeles,CA,90010
"Aquamarine Westside, LLC",C011053,"4700 Wilshire Blvd., Los Angeles, CA 90010",FPA (Market Based Rate) Public Utilities,Western,https://www.cimgroup.com/investment-platforms/infrastructure/renewable-energy,4700 Wilshire Blvd.,,,Los Angeles,CA,90010
"AR Searcy Project Company, LLC",C011041,"425 West Capitol Avenue, Little Rock, AR 72201",FPA (Market Based Rate) Public Utilities,Western,www.entergy.com,425 West Capitol Avenue,,,Little Rock,AR,72201
Aragonne Wind LLC,C001623,"6688 North Central Expressway Suite 500, Dallas, TX 75206",FPA (Market Based Rate) Public Utilities,Western,www.leewardenergy.com,6688 North Central Expressway,Suite 500,,Dallas,TX,75206
Arbuckle Mountain Wind Farm LLC,C004769,"1501 McKinney Street Suite 1300, Houston, TX 77010",FPA (Market Based Rate) Public Utilities,Western,www.edpr.com,1501 McKinney Street,Suite 1300,,Houston,TX,77010
"Arche Energy Project, LLC",C011991,"201 Helios Way, Houston, TX 77079",FPA (Market Based Rate) Public Utilities,Western,www.bp.com,201 Helios Way,,,Houston,TX,77079
"Archer Energy, LLC",C007643,"9777 Fairway Dr, Powell, OH 43065",FPA (Market Based Rate) Public Utilities,Western,archerenergy.com,9777 Fairway Dr,,,Powell,OH,43065
"ArcLight Energy Marketing, LLC",C002050,"200 Clarendon Street 55th Foor, Boston, MA 02117",FPA (Market Based Rate) Public Utilities,Western,www.arclightcapital.com,200 Clarendon Street,55th Foor,,Boston,MA,02117
"Arica Solar, LLC",C011929,"100 California St. Suite 650, San Francisco, CA 94111",FPA (Market Based Rate) Public Utilities,Western,clearwayenergygroup.com,100 California St.,Suite 650,,San Francisco,CA,94111
Arizona Solar One LLC,C001746,"57750 South Painted Rock Rd., Gila Bend, AZ 80401",FPA (Market Based Rate) Public Utilities,Western,www.atlantica.com,57750 South Painted Rock Rd.,,,Gila Bend,AZ,80401
Arkwright Summit Wind Farm LLC,C007569,"1501 McKinney Street Suite 1300, Houston, TX 77010",FPA (Market Based Rate) Public Utilities,Western,www.edpr.com,1501 McKinney Street,Suite 1300,,Houston,TX,77010
"Arlington Valley Solar Energy II, LLC",C003491,"8800 N. Gainey Center Drive, Suite 250, Scottsdale, AZ 85258",FPA (Market Based Rate) Public Utilities,Western,https://arevonenergy.com/,"8800 N. Gainey Center Drive, Suite 250",,,Scottsdale,AZ,85258
"Arlington Valley, LLC",C000704,"1200 - 10423 101 Street, Edmonton, AB T5H 0E9",FPA (Market Based Rate) Public Utilities,Western,www.capitalpower.com,1200 - 10423 101 Street,,,Edmonton,AB,T5H 0E9
Arlington Wind Power Project LLC,C001077,"1501 McKinney Street Suite 1300, Houston, TX 77010",FPA (Market Based Rate) Public Utilities,Western,www.edpr.com,1501 McKinney Street,Suite 1300,,Houston,TX,77010
"Armenia Mountain Wind, LLC",C001937,"c/o ALLETE Clean Energy, Inc. 30 West Superior Street, Duluth, MN 55802",FPA (Market Based Rate) Public Utilities,Western,alletecleanenergy.com,"c/o ALLETE Clean Energy, Inc.",30 West Superior Street,,Duluth,MN,55802
Aron Energy Prepay 14 LLC,C011628,"1 Thomas Circle NW Suite 700, Washington, DC 20005",FPA (Market Based Rate) Public Utilities,Western,www.rockcreekenergygroup.com,1 Thomas Circle NW,Suite 700,,Washington,DC,20005
Aron Energy Prepay 15 LLC,C011629,"1 Thomas Circle NW Suite 700, Washington, DC 20005",FPA (Market Based Rate) Public Utilities,Western,www.rockcreekenergygroup.com,1 Thomas Circle NW,Suite 700,,Washington,DC,20005
Aron Energy Prepay 16 LLC,C011630,"1 Thomas Circle NW Suite 700, Washington, DC 20005",FPA (Market Based Rate) Public Utilities,Western,www.rockcreekenergygroup.com,1 Thomas Circle NW,Suite 700,,Washington,DC,20005
Aron Energy Prepay 21 LLC,C011797,"200 West Street, New York, NY 10282",FPA (Market Based Rate) Public Utilities,Western,www.gs.com,200 West Street,,,New York,NY,10282
Aron Energy Prepay 22 LLC,C011798,"200 West Street, New York, NY 10282",FPA (Market Based Rate) Public Utilities,Western,www.gs.com,200 West Street,,,New York,NY,10282
Aron Energy Prepay 23 LLC,C011799,"200 West Street, New York, NY 10282",FPA (Market Based Rate) Public Utilities,Western,www.gs.com,200 West Street,,,New York,NY,10282
Aron Energy Prepay 29 LLC,C012047,"200 West Street, New York, NY 10282",FPA (Market Based Rate) Public Utilities,Western,www.gs.com,200 West Street,,,New York,NY,10282
Aron Energy Prepay 30 LLC,C012048,"200 West Street, New York, NY 10282",FPA (Market Based Rate) Public Utilities,Western,www.gs.com,200 West Street,,,New York,NY,10282
Aron Energy Prepay 34 LLC,C012169,"200 West Street, New York, NY 10282",FPA (Market Based Rate) Public Utilities,Western,www.gs.com,200 West Street,,,New York,NY,10282
Aron Energy Prepay 35 LLC,C012170,"200 West Street, New York, NY 10282",FPA (Market Based Rate) Public Utilities,Western,www.gs.com,200 West Street,,,New York,NY,10282
Aron Energy Prepay 36 LLC,C012171,"200 West Street, New York, NY 10282",FPA (Market Based Rate) Public Utilities,Western,www.gs.com,200 West Street,,,New York,NY,10282
Aron Energy Prepay 41 LLC,C012262,"200 West Street, New York, NY 10282",FPA (Market Based Rate) Public Utilities,Western,www.gs.com,200 West Street,,,New York,NY,10282
Aron Energy Prepay 42 LLC,C012263,"200 West Street, New York, NY 10282",FPA (Market Based Rate) Public Utilities,Western,www.gs.com,200 West Street,,,New York,NY,10282
Aron Energy Prepay 43 LLC,C012264,"200 West Street, New York, NY 10282",FPA (Market Based Rate) Public Utilities,Western,www.gs.com,200 West Street,,,New York,NY,10282
Aron Energy Prepay 5 LLC,C011085,"1 Thomas Circle NW Suite 700, Washington, DC 20005",FPA (Market Based Rate) Public Utilities,Western,www.rockcreekenergygroup.com,1 Thomas Circle NW,Suite 700,,Washington,DC,20005
